月份/地点,站点9预测,站点9实际
31.0,83.69817,100.0
23.0,6.004775,161.0
17.0,311.4066,301.0
13.0,220.02203,220.0
48.0,17.570112,14.0
11.0,37.99783,36.0
36.0,98.08117,188.0
24.0,93.04472,135.0
44.0,28.175543,26.0
21.0,91.37242,113.00001
37.0,109.133385,187.0
25.0,70.75747,70.0
34.0,84.12156,73.0
39.0,115.46409,116.0
32.0,84.39595,128.0
26.0,172.64114,146.0
29.0,93.41637,94.0
41.0,103.47408,119.0
40.0,115.785904,134.0
45.0,34.068333,32.0
14.0,179.57817,148.0
20.0,120.14345,100.0
38.0,118.108734,82.0
46.0,34.098618,38.0
42.0,85.528114,58.999996
30.0,80.48889,134.0
33.0,95.07446,89.0
12.0,3.2692804,3.0
16.0,317.21423,366.0
28.0,114.11808,97.0
35.0,76.0004,155.0
18.0,235.6411,192.0
43.0,51.602398,49.0
27.0,143.86191,136.0
47.0,26.034304,23.0
19.0,174.34023,117.00001
15.0,111.00618,269.0
22.0,52.23223,86.0
