月份/地点,站点1预测,站点1实际
42.0,9.650559,13.0
32.0,9.0032215,9.0
33.0,7.1464868,26.0
15.0,7.1181107,7.0
14.0,8.009736,8.0
36.0,10.890079,24.0
18.0,16.122877,17.0
37.0,13.227874,15.0
20.0,41.11848,42.0
44.0,12.13696,11.0
22.0,49.96924,51.0
11.0,23.24737,24.0
28.0,14.002042,14.0
40.0,7.145389,8.0
25.0,2.959596,4.0
27.0,12.849161,13.0
29.0,16.492243,16.0
24.0,7.855159,8.0
17.0,10.749294,22.0
13.0,15.956734,16.0
45.0,8.982353,17.0
34.0,10.816603,11.0
38.0,8.157857,8.0
31.0,18.78218,18.0
30.0,19.668978,23.0
41.0,8.163769,8.0
48.0,7.149296,6.0
39.0,7.1129603,9.0
35.0,7.8739486,23.0
19.0,16.346155,62.000004
23.0,22.958473,39.0
16.0,7.6679335,9.0
47.0,7.187068,11.0
21.0,65.70853,49.0
12.0,22.942173,17.0
46.0,8.602248,10.0
26.0,6.4408684,16.0
43.0,11.18771,16.0
