月份/地点,站点13预测,站点13实际
15.0,3.4622438,6.9999995
18.0,3.101796,21.0
28.0,16.215916,32.0
36.0,4.2902184,4.0
37.0,3.9620032,4.0
14.0,3.175656,3.0
20.0,31.833275,40.0
48.0,4.3786063,4.0
30.0,9.310492,9.0
16.0,2.5263264,6.9999995
31.0,7.196434,8.0
41.0,5.176403,8.0
34.0,5.627691,9.0
43.0,3.937138,4.0
44.0,4.007721,4.0
24.0,28.893246,27.999998
40.0,5.600313,6.0
33.0,5.522946,17.0
42.0,4.652671,5.0
27.0,17.58024,51.0
19.0,7.7796125,50.0
22.0,43.208176,44.0
21.0,43.350735,43.0
32.0,5.902712,5.0
35.0,5.0194473,13.999999
17.0,1.2311275,1.0
45.0,3.842041,4.0
25.0,23.759228,25.0
38.0,4.0174356,4.0
39.0,5.2616425,5.0
47.0,3.9423232,6.0
12.0,3.2595809,3.0
26.0,21.07076,18.0
29.0,12.333156,13.999999
13.0,3.3058276,13.0
11.0,3.2981656,4.0
23.0,37.11217,38.0
46.0,3.4079103,13.0
