月份/地点,站点3预测,站点3实际
28.0,84.83718,188.0
41.0,171.33717,179.99998
33.0,237.44835,230.0
34.0,137.3362,130.0
12.0,93.75778,148.0
30.0,399.39975,355.0
26.0,36.12402,34.0
36.0,134.7343,137.0
37.0,84.18615,110.0
38.0,68.82514,55.999996
21.0,140.64926,200.99998
31.0,224.02391,232.0
16.0,127.871994,191.0
42.0,166.04736,107.0
46.0,53.56061,48.0
22.0,176.74568,193.0
48.0,10.555555,13.999999
18.0,129.53915,164.0
27.0,30.820974,105.0
11.0,112.61706,117.0
15.0,51.937397,144.0
25.0,83.27853,46.000004
19.0,138.14456,149.0
39.0,46.958427,119.0
13.0,97.262924,119.0
35.0,95.216545,186.0
24.0,109.21396,126.0
47.0,29.322796,39.0
29.0,223.65904,343.0
45.0,33.313526,86.0
23.0,152.42166,153.0
43.0,70.89499,65.0
44.0,42.802177,52.0
40.0,97.79492,165.0
32.0,179.0884,289.0
20.0,112.09314,168.0
17.0,190.44325,164.0
14.0,75.936,79.0
