月份/地点,站点6预测,站点6实际
44.0,36.21938,35.0
23.0,194.23479,194.99998
11.0,8.068558,8.0
22.0,92.85358,136.0
35.0,142.25252,173.0
17.0,13.21537,13.000002
34.0,177.09155,153.0
42.0,94.521416,85.0
31.0,79.67449,159.0
41.0,93.597,127.0
27.0,63.149693,67.0
21.0,43.106415,62.0
39.0,56.238983,74.0
30.0,97.86901,98.99999
37.0,73.154785,80.0
38.0,58.391464,37.0
15.0,9.182336,21.0
43.0,41.306717,42.0
19.0,16.728704,17.0
48.0,57.81587,52.0
29.0,84.79087,77.0
45.0,52.988144,56.0
26.0,69.75654,67.0
28.0,69.797165,77.0
18.0,20.18745,19.000002
47.0,67.22944,70.0
14.0,13.50687,19.000002
40.0,77.37623,75.0
16.0,8.7756605,9.0
25.0,106.98283,108.0
24.0,261.80536,143.0
46.0,67.40142,68.0
12.0,7.7634416,22.0
33.0,116.89904,185.0
36.0,128.09341,119.0
32.0,74.86879,172.0
20.0,26.60418,42.0
13.0,15.686394,20.0
