月份/地点,站点9预测,站点9实际
44.0,40.273167,26.0
16.0,235.74307,366.0
20.0,104.89808,100.0
46.0,26.280699,38.0
18.0,198.04387,192.0
43.0,45.545616,49.0
35.0,56.816074,155.0
33.0,99.19659,89.0
31.0,103.85892,100.0
28.0,93.35049,97.0
24.0,116.67707,135.0
17.0,285.76895,301.0
27.0,119.809906,136.0
47.0,24.23697,23.0
11.0,37.535393,36.0
21.0,93.315765,113.00001
36.0,125.413284,188.0
37.0,135.52745,187.0
34.0,61.629513,73.0
25.0,74.46549,70.0
14.0,161.33578,148.0
23.0,46.911343,161.0
22.0,89.18348,86.0
30.0,74.343956,134.0
42.0,88.92243,58.999996
45.0,25.991682,32.0
48.0,14.108659,14.0
38.0,133.7821,82.0
32.0,69.04629,128.0
12.0,-1.414141,3.0
13.0,-1.414141,220.0
15.0,64.79483,269.0
29.0,71.48944,94.0
41.0,102.56063,119.0
19.0,142.62909,117.00001
40.0,100.270256,134.0
39.0,57.658367,116.0
26.0,40.330917,146.0
