月份/地点,站点8预测,站点8实际
22.0,60.43393,228.0
17.0,102.837105,208.0
44.0,108.65053,107.0
26.0,87.39711,278.0
19.0,118.39618,108.0
27.0,95.62881,291.0
23.0,47.02195,384.0
11.0,38.209553,38.0
37.0,118.97035,178.0
21.0,99.65561,126.0
42.0,109.39308,114.99999
47.0,119.47131,148.0
25.0,67.91242,64.0
30.0,62.830486,65.0
33.0,31.751291,31.0
32.0,33.744484,100.0
28.0,105.33306,141.0
35.0,50.211433,171.0
41.0,110.01631,82.99999
43.0,109.3755,95.0
34.0,40.309196,38.0
46.0,108.143616,174.0
29.0,83.64091,79.0
39.0,112.3954,111.0
15.0,28.437178,300.0
31.0,45.181286,78.0
36.0,57.17787,144.0
40.0,110.54842,109.00001
16.0,39.434826,212.00002
18.0,124.850586,134.0
12.0,31.744186,19.0
24.0,60.254814,167.0
13.0,26.864388,158.0
20.0,113.40294,88.0
38.0,116.54268,123.0
48.0,116.73147,147.0
14.0,25.953897,164.0
45.0,92.25609,94.0
