月份/地点,站点1预测,站点1实际
22.0,16.2538,51.0
44.0,17.7165,11.0
26.0,13.9045,16.0
47.0,11.1342,11.0
41.0,8.76276,8.0
35.0,9.23717,23.0
40.0,7.61758,8.0
16.0,9.11704,9.0
28.0,14.1602,14.0
37.0,11.5076,15.0
33.0,9.76783,26.0
31.0,17.1726,18.0
14.0,8.22623,8.0
21.0,20.2746,49.0
15.0,7.08354,7.0
9.0,29.681,31.0
38.0,10.1138,8.0
20.0,23.455,42.0
25.0,4.02604,4.0
18.0,19.3753,17.0
36.0,9.8663,24.0
32.0,11.4886,9.0
42.0,11.1711,13.0
17.0,14.0079,22.0
43.0,16.6275,16.0
12.0,19.4122,17.0
30.0,21.1124,23.0
11.0,26.8633,24.0
13.0,13.5642,16.0
23.0,13.1747,39.0
10.0,32.5124,42.0
45.0,15.077,17.0
27.0,13.9092,13.0
34.0,9.84402,11.0
29.0,21.6151,16.0
46.0,13.2749,10.0
19.0,17.6458,62.0
48.0,10.0033,6.0
39.0,8.54765,9.0
24.0,8.75753,8.0
