月份/地点,站点10预测,站点10实际
18.0,54.461353,57.000004
21.0,61.34365,59.0
43.0,65.61005,63.0
30.0,67.02588,158.0
45.0,70.69687,67.0
12.0,29.67338,30.0
27.0,59.59935,58.0
48.0,49.16472,52.0
24.0,59.24908,61.999996
37.0,125.03839,133.99998
35.0,96.80224,110.0
36.0,75.22712,79.0
33.0,126.98214,133.99998
20.0,74.59578,90.0
22.0,58.66122,82.0
13.0,29.638931,30.0
16.0,53.87568,57.000004
44.0,68.55396,73.0
11.0,37.859814,37.0
25.0,24.94523,25.0
26.0,65.04106,68.0
19.0,65.205,61.0
23.0,57.29663,56.0
47.0,70.45876,73.0
38.0,51.951176,52.0
14.0,17.169807,17.0
34.0,90.489136,84.99999
40.0,72.084274,76.0
46.0,76.89237,98.99999
39.0,93.31914,97.99999
42.0,62.542103,76.0
32.0,112.376564,125.0
17.0,52.559555,73.0
15.0,35.182858,33.0
31.0,78.06237,115.999985
41.0,69.004005,96.999985
29.0,60.434914,72.0
28.0,42.219345,34.0
