月份/地点,站点9预测,站点9实际
37.0,104.619934,187.0
26.0,151.11063,146.0
28.0,98.73623,97.0
38.0,120.893906,82.0
30.0,70.96462,134.0
45.0,27.112062,32.0
42.0,70.46682,58.999996
44.0,26.027138,26.0
12.0,-1.414141,3.0
13.0,22.779423,220.0
16.0,223.61667,366.0
47.0,18.959557,23.0
41.0,85.71622,119.0
14.0,143.2427,148.0
17.0,245.58966,301.0
20.0,114.88251,100.0
36.0,81.09741,188.0
25.0,139.3667,70.0
48.0,13.929771,14.0
43.0,45.509098,49.0
11.0,32.76204,36.0
39.0,112.43578,116.0
40.0,100.228,134.0
34.0,75.42569,73.0
27.0,125.82023,136.0
24.0,67.0057,135.0
21.0,109.707535,113.00001
15.0,161.96417,269.0
35.0,62.401524,155.0
18.0,208.8919,192.0
22.0,46.703053,86.0
46.0,22.783825,38.0
32.0,72.59624,128.0
23.0,1.1319944,161.0
19.0,162.70969,117.00001
29.0,82.99175,94.0
31.0,73.23742,100.0
33.0,84.53918,89.0
