月份/地点,站点3预测,站点3实际
25.0,71.39443,46.000004
47.0,31.416212,39.0
46.0,51.879047,48.0
34.0,153.86337,130.0
32.0,295.21603,289.0
42.0,140.85655,107.0
17.0,183.03003,164.0
28.0,142.62064,188.0
31.0,245.62811,232.0
26.0,33.339447,34.0
21.0,148.50569,200.99998
45.0,33.463074,86.0
22.0,179.39037,193.0
11.0,98.86538,117.0
24.0,104.19487,126.0
38.0,54.653885,55.999996
36.0,139.77763,137.0
48.0,13.129415,13.999999
39.0,52.760223,119.0
23.0,146.93428,153.0
43.0,62.876717,65.0
33.0,250.60562,230.0
18.0,101.32494,164.0
40.0,162.92242,165.0
12.0,114.37282,148.0
29.0,250.07024,343.0
35.0,78.29824,186.0
41.0,177.91052,179.99998
16.0,162.74158,191.0
20.0,105.1849,168.0
37.0,51.032806,110.0
44.0,44.706955,52.0
30.0,396.9947,355.0
19.0,150.06284,149.0
15.0,40.249966,144.0
13.0,78.54996,119.0
14.0,55.2172,79.0
27.0,32.041172,105.0
