月份/地点,站点10预测,站点10实际
23.0,62.433533,56.0
13.0,28.619308,30.0
46.0,67.514275,98.99999
17.0,73.71729,73.0
18.0,57.33128,57.000004
31.0,106.6398,115.999985
37.0,91.554756,133.99998
14.0,16.787123,17.0
21.0,59.558765,59.0
24.0,48.491142,61.999996
22.0,61.7142,82.0
25.0,25.45664,25.0
33.0,132.47903,133.99998
40.0,82.20469,76.0
43.0,70.91397,63.0
29.0,55.203358,72.0
12.0,30.66922,30.0
36.0,88.13744,79.0
41.0,76.930405,96.999985
48.0,53.79349,52.0
28.0,39.6521,34.0
32.0,133.30458,125.0
44.0,65.92771,73.0
11.0,37.500595,37.0
39.0,80.17333,97.99999
38.0,52.903492,52.0
45.0,69.44989,67.0
30.0,67.77534,158.0
27.0,42.76786,58.0
26.0,40.01985,68.0
19.0,32.441498,61.0
34.0,92.0674,84.99999
20.0,37.94813,90.0
16.0,64.20177,57.000004
47.0,68.78046,73.0
15.0,36.27712,33.0
42.0,74.03906,76.0
35.0,66.82099,110.0
